TipoTitulo;DataVencimento;DataBase;TaxaCompraManha;TaxaVendaManha;PUCompraManha;PUVendaManha;PUBaseManha
Tesouro IPCA+ com Juros Semestrais;15/05/2015;14/05/2007;6.33;6.39;1612.44;1606.58;1654.64
Tesouro IPCA+ com Juros Semestrais;15/05/2045;14/05/2007;6.18;6.28;1605.80;1583.01;1631.09
Tesouro IPCA+ com Juros Semestrais;15/05/2007;14/05/2007;7.60;7.62;0.00;0.00;1692.01
Tesouro IPCA+ com Juros Semestrais;15/08/2024;14/05/2007;6.24;6.32;1630.38;1617.23;1616.70
Tesouro IPCA+ com Juros Semestrais;15/05/2035;14/05/2007;6.20;6.30;1605.26;1584.60;1632.67
Tesouro IPCA+;15/05/2015;14/05/2007;6.27;6.33;1011.68;1007.13;1006.81
Tesouro IPCA+;15/08/2024;14/05/2007;6.18;6.26;586.16;578.61;578.43
Tesouro IGPM+ com Juros Semestrais;01/01/2031;14/05/2007;6.21;6.31;3314.72;3280.44;3279.60
Tesouro IGPM+ com Juros Semestrais;01/04/2021;14/05/2007;6.24;6.32;1887.05;1873.60;1873.12
Tesouro IGPM+ com Juros Semestrais;01/07/2017;14/05/2007;6.27;6.35;1918.84;1907.97;1907.48
Tesouro IGPM+ com Juros Semestrais;01/03/2011;14/05/2007;6.67;6.71;1897.03;1894.61;1894.10
Tesouro IGPM+ com Juros Semestrais;01/04/2008;14/05/2007;7.79;7.81;1901.96;1901.65;1901.06
Tesouro Prefixado com Juros Semestrais;01/01/2014;14/05/2007;10.49;10.55;1014.43;1011.78;1011.37
Tesouro Prefixado com Juros Semestrais;01/01/2012;14/05/2007;10.52;10.58;1018.55;1016.52;1016.11
Tesouro Prefixado com Juros Semestrais;01/07/2010;14/05/2007;10.58;10.64;1022.29;1020.81;1020.40
Tesouro Prefixado com Juros Semestrais;01/01/2010;14/05/2007;10.65;10.71;1021.90;1020.62;1020.21
Tesouro Prefixado com Juros Semestrais;01/01/2008;14/05/2007;11.55;11.59;1027.03;1026.80;1026.36
Tesouro Prefixado com Juros Semestrais;01/01/2017;14/05/2007;10.48;10.54;1009.31;1005.93;1005.53
Tesouro Selic;07/03/2012;11/05/2007;0.00;0.04;3093.35;3087.41;3085.96
Tesouro Selic;16/03/2011;11/05/2007;0.00;0.04;3093.35;3088.61;3087.17
Tesouro Selic;17/03/2010;11/05/2007;0.00;0.03;3093.35;3090.72;3089.27
Tesouro Selic;18/03/2009;11/05/2007;0.00;0.02;3093.35;3092.21;3090.76
Tesouro Selic;18/06/2008;11/05/2007;-0.01;0.01;3093.68;3093.01;3091.56
Tesouro Prefixado;01/07/2009;11/05/2007;10.77;10.83;804.47;803.55;803.22
Tesouro Prefixado;01/01/2009;11/05/2007;10.85;10.90;844.31;843.69;843.34
Tesouro Prefixado;01/07/2008;11/05/2007;11.15;11.19;888.06;887.70;887.32
Tesouro Prefixado;01/04/2008;11/05/2007;11.32;11.36;910.24;909.95;909.56
Tesouro Prefixado;01/01/2008;11/05/2007;11.56;11.60;932.90;932.68;932.28
Tesouro Prefixado;01/07/2007;11/05/2007;12.24;12.27;984.54;984.50;984.05
Tesouro Prefixado;01/10/2007;11/05/2007;11.85;11.88;957.38;957.28;956.85
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/05/2007;6.25;6.33;1628.20;1615.06;1614.27
Tesouro IPCA+ com Juros Semestrais;15/05/2035;11/05/2007;6.20;6.30;1653.33;1632.67;1631.86
Tesouro IPCA+ com Juros Semestrais;15/05/2045;11/05/2007;6.19;6.29;1651.56;1628.84;1628.04
Tesouro IPCA+ com Juros Semestrais;15/08/2008;11/05/2007;7.58;7.60;1637.99;1637.62;1636.74
Tesouro IPCA+ com Juros Semestrais;15/08/2010;11/05/2007;6.82;6.86;1630.26;1628.45;1627.62
Tesouro IPCA+ com Juros Semestrais;15/05/2009;11/05/2007;7.10;7.14;1660.23;1659.07;1658.21
Tesouro IPCA+ com Juros Semestrais;15/05/2015;11/05/2007;6.38;6.44;1655.61;1649.77;1648.95
Tesouro IPCA+ com Juros Semestrais;15/05/2011;11/05/2007;6.66;6.70;1656.59;1654.41;1653.58
Tesouro IPCA+ com Juros Semestrais;15/05/2007;11/05/2007;7.60;7.62;1692.00;1692.00;1691.09
Tesouro IPCA+;15/05/2015;11/05/2007;6.32;6.38;1007.56;1003.03;1002.53
Tesouro IPCA+;15/08/2024;11/05/2007;6.18;6.26;585.97;578.43;578.14
Tesouro IGPM+ com Juros Semestrais;01/04/2008;11/05/2007;7.86;7.88;1900.62;1900.31;1899.60
Tesouro IGPM+ com Juros Semestrais;01/03/2011;11/05/2007;6.70;6.74;1895.62;1893.20;1892.57
Tesouro IGPM+ com Juros Semestrais;01/07/2017;11/05/2007;6.33;6.41;1913.23;1902.40;1901.78
Tesouro IGPM+ com Juros Semestrais;01/04/2021;11/05/2007;6.28;6.36;1883.52;1870.10;1869.49
Tesouro IGPM+ com Juros Semestrais;01/01/2031;11/05/2007;6.24;6.34;3310.99;3276.75;3275.70
Tesouro Prefixado com Juros Semestrais;01/01/2008;11/05/2007;11.56;11.60;1026.52;1026.30;1025.85
Tesouro Prefixado com Juros Semestrais;01/01/2017;11/05/2007;10.53;10.59;1006.09;1002.73;1002.33
Tesouro Prefixado com Juros Semestrais;01/01/2014;11/05/2007;10.54;10.60;1011.82;1009.17;1008.76
Tesouro Prefixado com Juros Semestrais;01/01/2012;11/05/2007;10.57;10.63;1016.45;1014.42;1014.01
Tesouro Prefixado com Juros Semestrais;01/07/2010;11/05/2007;10.62;10.68;1020.89;1019.42;1019.01
Tesouro Prefixado com Juros Semestrais;01/01/2010;11/05/2007;10.68;10.74;1020.85;1019.58;1019.16
Tesouro Selic;18/06/2008;10/05/2007;-0.01;0.01;3092.25;3091.57;3090.12
Tesouro Selic;18/03/2009;10/05/2007;0.00;0.02;3091.91;3090.77;3089.32
Tesouro Selic;17/03/2010;10/05/2007;0.00;0.03;3091.91;3089.28;3087.83
Tesouro Selic;07/03/2012;10/05/2007;0.00;0.04;3091.91;3085.97;3084.52
Tesouro Selic;16/03/2011;10/05/2007;0.00;0.04;3091.91;3087.17;3085.72
Tesouro Prefixado;01/04/2008;10/05/2007;11.31;11.35;909.92;909.63;909.24
Tesouro Prefixado;01/10/2007;10/05/2007;11.86;11.89;956.92;956.82;956.39
Tesouro Prefixado;01/01/2008;10/05/2007;11.56;11.60;932.49;932.28;931.87
Tesouro Prefixado;01/07/2007;10/05/2007;12.24;12.27;984.09;984.05;983.60
Tesouro Prefixado;01/07/2008;10/05/2007;11.12;11.16;887.95;887.59;887.22
Tesouro Prefixado;01/01/2009;10/05/2007;10.80;10.85;844.59;843.97;843.62
Tesouro Prefixado;01/07/2009;10/05/2007;10.69;10.75;805.39;804.46;804.13
Tesouro IPCA+ com Juros Semestrais;15/08/2008;10/05/2007;7.53;7.55;1637.75;1637.38;1636.78
Tesouro IPCA+ com Juros Semestrais;15/05/2045;10/05/2007;6.17;6.27;1655.08;1632.25;1631.74
Tesouro IPCA+ com Juros Semestrais;15/05/2035;10/05/2007;6.18;6.28;1656.42;1635.68;1635.16
Tesouro IPCA+ com Juros Semestrais;15/08/2024;10/05/2007;6.24;6.32;1628.77;1615.62;1615.11
Tesouro IPCA+ com Juros Semestrais;15/05/2015;10/05/2007;6.36;6.42;1656.46;1650.61;1650.08
Tesouro IPCA+ com Juros Semestrais;15/05/2011;10/05/2007;6.63;6.67;1657.10;1654.92;1654.37
Tesouro IPCA+ com Juros Semestrais;15/08/2010;10/05/2007;6.78;6.82;1630.95;1629.14;1628.59
Tesouro IPCA+ com Juros Semestrais;15/05/2009;10/05/2007;7.08;7.12;1659.65;1658.50;1657.92
Tesouro IPCA+ com Juros Semestrais;15/05/2007;10/05/2007;7.56;7.58;1690.80;1690.80;1690.18
Tesouro IPCA+;15/08/2024;10/05/2007;6.18;6.26;585.58;578.04;577.86
Tesouro IPCA+;15/05/2015;10/05/2007;6.31;6.37;1007.65;1003.11;1002.79
Tesouro IGPM+ com Juros Semestrais;01/01/2031;10/05/2007;6.22;6.32;3316.85;3282.50;3281.62
Tesouro IGPM+ com Juros Semestrais;01/07/2017;10/05/2007;6.31;6.39;1915.33;1904.48;1903.97
Tesouro IGPM+ com Juros Semestrais;01/04/2021;10/05/2007;6.26;6.34;1886.29;1872.84;1872.33
Tesouro IGPM+ com Juros Semestrais;01/04/2008;10/05/2007;7.96;7.98;1898.38;1898.07;1897.44
Tesouro IGPM+ com Juros Semestrais;01/03/2011;10/05/2007;6.67;6.71;1896.81;1894.38;1893.85
Tesouro Prefixado com Juros Semestrais;01/01/2012;10/05/2007;10.48;10.54;1019.11;1017.06;1016.66
Tesouro Prefixado com Juros Semestrais;01/07/2010;10/05/2007;10.55;10.61;1022.21;1020.73;1020.32
Tesouro Prefixado com Juros Semestrais;01/01/2008;10/05/2007;11.56;11.60;1026.08;1025.85;1025.41
Tesouro Prefixado com Juros Semestrais;01/01/2010;10/05/2007;10.61;10.67;1021.93;1020.65;1020.24
Tesouro Prefixado com Juros Semestrais;01/01/2017;10/05/2007;10.45;10.51;1010.20;1006.82;1006.42
Tesouro Prefixado com Juros Semestrais;01/01/2014;10/05/2007;10.45;10.51;1015.41;1012.74;1012.34
Tesouro Selic;16/03/2011;09/05/2007;0.00;0.04;3090.47;3085.73;3084.28
Tesouro Selic;07/03/2012;09/05/2007;0.00;0.04;3090.47;3084.53;3083.08
Tesouro Selic;18/06/2008;09/05/2007;-0.01;0.01;3090.81;3090.13;3088.69
Tesouro Selic;18/03/2009;09/05/2007;0.00;0.02;3090.47;3089.33;3087.88
Tesouro Prefixado com Juros Semestrais;01/07/2010;13/03/2007;11.93;11.99;971.39;969.92;969.49
Tesouro Prefixado com Juros Semestrais;01/01/2010;13/03/2007;11.92;11.98;976.95;975.67;975.23
Tesouro Prefixado com Juros Semestrais;01/01/2008;13/03/2007;12.10;12.14;1004.65;1004.38;1003.92
Tesouro Prefixado com Juros Semestrais;01/01/2017;13/03/2007;12.05;12.11;908.87;905.88;905.47
Tesouro Selic;16/03/2011;12/03/2007;0.00;0.04;3032.83;3027.99;3026.54
Tesouro Selic;07/03/2012;12/03/2007;0.00;0.04;3032.83;3026.81;3025.36
Tesouro Selic;18/06/2008;12/03/2007;-0.01;0.01;3033.21;3032.45;3031.01
Tesouro Selic;18/03/2009;12/03/2007;0.00;0.03;3032.83;3031.00;3029.56
Tesouro Selic;17/03/2010;12/03/2007;0.00;0.04;3032.83;3029.20;3027.75
Tesouro Prefixado;01/07/2008;12/03/2007;11.98;12.02;864.22;863.82;863.43
Tesouro Prefixado;01/04/2008;12/03/2007;12.04;12.08;888.12;887.78;887.38
Tesouro Prefixado;01/01/2008;12/03/2007;12.14;12.18;912.24;911.98;911.57
Tesouro Prefixado;01/10/2007;12/03/2007;12.31;12.35;937.53;937.35;936.92
Tesouro Prefixado;01/07/2007;12/03/2007;12.50;12.53;965.10;965.02;964.57
Tesouro Prefixado;01/01/2009;12/03/2007;11.92;11.97;815.64;814.98;814.61
Tesouro Prefixado;01/04/2007;12/03/2007;12.73;12.76;993.36;993.35;992.87
Tesouro IPCA+ com Juros Semestrais;15/08/2010;12/03/2007;7.79;7.83;1557.50;1555.70;1554.99
Tesouro IPCA+ com Juros Semestrais;15/05/2009;12/03/2007;7.87;7.91;1607.36;1606.15;1605.42
Tesouro IPCA+ com Juros Semestrais;15/08/2008;12/03/2007;7.94;7.96;1600.43;1600.02;1599.28
Tesouro IPCA+ com Juros Semestrais;15/05/2007;12/03/2007;7.52;7.54;1660.99;1660.93;1660.19
Tesouro IPCA+ com Juros Semestrais;15/05/2011;12/03/2007;7.78;7.82;1567.24;1565.12;1564.40
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/03/2007;7.23;7.33;1413.82;1396.11;1395.50
Tesouro IPCA+ com Juros Semestrais;15/05/2035;12/03/2007;7.33;7.43;1416.17;1399.73;1399.11
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/03/2007;7.40;7.48;1426.70;1415.57;1414.94
Tesouro IPCA+ com Juros Semestrais;15/05/2015;12/03/2007;7.60;7.66;1513.60;1508.25;1507.57
Tesouro IPCA+;15/08/2024;12/03/2007;7.32;7.40;478.84;472.68;472.47
Tesouro IPCA+;15/05/2015;12/03/2007;7.57;7.63;900.85;896.76;896.36
Tesouro IGPM+ com Juros Semestrais;01/07/2017;12/03/2007;7.52;7.60;1733.73;1723.98;1723.33
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/03/2007;7.44;7.52;1731.86;1720.16;1719.51
Tesouro IGPM+ com Juros Semestrais;01/03/2011;12/03/2007;7.78;7.82;1803.34;1800.96;1800.26
Tesouro IGPM+ com Juros Semestrais;01/04/2008;12/03/2007;8.09;8.11;1923.07;1922.71;1921.95
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/03/2007;7.38;7.48;2908.22;2879.77;2878.70
Tesouro Prefixado com Juros Semestrais;01/01/2008;12/03/2007;12.13;12.17;1003.99;1003.71;1003.25
Tesouro Prefixado com Juros Semestrais;01/01/2014;12/03/2007;12.15;12.21;926.17;923.74;923.32
Tesouro Prefixado com Juros Semestrais;01/01/2012;12/03/2007;12.07;12.13;949.14;947.20;946.77
Tesouro Prefixado com Juros Semestrais;01/07/2010;12/03/2007;12.01;12.07;969.00;967.54;967.10
Tesouro Prefixado com Juros Semestrais;01/01/2010;12/03/2007;11.98;12.04;975.23;973.94;973.50
Tesouro Prefixado com Juros Semestrais;01/01/2017;12/03/2007;12.15;12.21;903.48;900.51;900.10
Tesouro Selic;16/03/2011;09/03/2007;0.00;0.04;3031.40;3026.55;3025.11
Tesouro Selic;07/03/2012;09/03/2007;0.00;0.04;3031.40;3025.37;3023.92
Tesouro Selic;18/06/2008;09/03/2007;-0.01;0.01;3031.78;3031.02;3029.57
Tesouro Selic;18/03/2009;09/03/2007;0.00;0.03;3031.40;3029.56;3028.12
Tesouro Selic;17/03/2010;09/03/2007;0.00;0.04;3031.40;3027.76;3026.31
Tesouro Prefixado;01/07/2008;09/03/2007;12.01;12.05;863.53;863.13;862.74
Tesouro Prefixado;01/04/2008;09/03/2007;12.06;12.10;887.55;887.22;886.81
Tesouro Prefixado;01/01/2008;09/03/2007;12.16;12.20;911.70;911.43;911.02
Tesouro Prefixado;01/10/2007;09/03/2007;12.31;12.35;937.10;936.92;936.48
Tesouro Prefixado;01/07/2007;09/03/2007;12.51;12.54;964.62;964.54;964.09
Tesouro Prefixado;01/01/2009;09/03/2007;11.97;12.02;814.61;813.95;813.59
Tesouro Prefixado;01/04/2007;09/03/2007;12.72;12.75;992.89;992.88;992.40
Tesouro IPCA+ com Juros Semestrais;15/08/2010;09/03/2007;7.82;7.86;1555.44;1553.64;1552.44
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/03/2007;7.86;7.90;1606.93;1605.72;1604.48
Tesouro IPCA+ com Juros Semestrais;15/08/2008;09/03/2007;7.94;7.96;1599.69;1599.28;1598.04
Tesouro IPCA+ com Juros Semestrais;15/05/2007;09/03/2007;7.51;7.53;1660.27;1660.22;1658.96
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/03/2007;7.80;7.84;1565.46;1563.34;1562.14
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/03/2007;7.22;7.32;1415.00;1397.25;1396.21
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/03/2007;7.34;7.44;1413.89;1397.48;1396.43
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/03/2007;7.40;7.48;1426.07;1414.94;1413.87
Tesouro IPCA+ com Juros Semestrais;15/05/2015;09/03/2007;7.60;7.66;1512.92;1507.57;1506.42
Tesouro IPCA+;15/08/2024;09/03/2007;7.31;7.39;479.40;473.24;472.88
Tesouro IPCA+;15/05/2015;09/03/2007;7.57;7.63;900.44;896.36;895.67
Tesouro IGPM+ com Juros Semestrais;01/07/2017;09/03/2007;7.52;7.60;1733.08;1723.33;1722.38
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/03/2007;7.38;7.48;2907.15;2878.70;2877.12
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/03/2007;7.80;7.84;1801.46;1799.07;1798.06
Tesouro IGPM+ com Juros Semestrais;01/04/2008;09/03/2007;8.09;8.11;1922.31;1921.95;1920.85
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/03/2007;7.44;7.52;1731.21;1719.51;1718.57
Tesouro Prefixado com Juros Semestrais;01/01/2017;09/03/2007;12.23;12.29;899.12;896.17;895.75
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/03/2007;12.16;12.20;1003.32;1003.04;1002.58
Tesouro Prefixado com Juros Semestrais;01/01/2010;09/03/2007;12.05;12.11;973.29;972.00;971.56
Tesouro Prefixado com Juros Semestrais;01/01/2014;09/03/2007;12.23;12.29;922.51;920.08;919.66
Tesouro Prefixado com Juros Semestrais;01/07/2010;09/03/2007;12.07;12.13;967.10;965.63;965.20
Tesouro Prefixado com Juros Semestrais;01/01/2012;09/03/2007;12.16;12.22;945.80;943.86;943.43
Tesouro Selic;16/03/2011;08/03/2007;0.00;0.04;3029.96;3025.11;3023.67
Tesouro Selic;07/03/2012;08/03/2007;0.00;0.04;3029.96;3023.93;3022.49
Tesouro Selic;18/06/2008;08/03/2007;-0.01;0.01;3030.34;3029.58;3028.13
Tesouro Selic;18/03/2009;08/03/2007;0.00;0.03;3029.96;3028.12;3026.68
Tesouro Selic;17/03/2010;08/03/2007;0.00;0.04;3029.96;3026.32;3024.87
Tesouro Prefixado;01/07/2008;08/03/2007;12.00;12.04;863.24;862.84;862.45
Tesouro Prefixado;01/04/2008;08/03/2007;12.01;12.05;887.56;887.23;886.83
Tesouro Prefixado;01/01/2008;08/03/2007;12.13;12.17;911.48;911.22;910.80
Tesouro Prefixado;01/10/2007;08/03/2007;12.29;12.33;936.77;936.58;936.15
Tesouro Prefixado;01/07/2007;08/03/2007;12.51;12.54;964.17;964.09;963.64
Tesouro Prefixado;01/01/2009;08/03/2007;11.96;12.01;814.38;813.72;813.35
Tesouro Prefixado;01/04/2007;08/03/2007;12.70;12.73;992.43;992.42;991.94
Tesouro IPCA+ com Juros Semestrais;15/08/2010;08/03/2007;7.81;7.85;1554.33;1552.53;1551.84
Tesouro IPCA+ com Juros Semestrais;15/05/2009;08/03/2007;7.85;7.89;1605.61;1604.40;1603.69
Tesouro IPCA+ com Juros Semestrais;15/08/2008;08/03/2007;7.93;7.95;1598.28;1597.87;1597.15
Tesouro IPCA+ com Juros Semestrais;15/05/2007;08/03/2007;7.51;7.53;1658.63;1658.57;1657.85
Tesouro IPCA+ com Juros Semestrais;15/05/2011;08/03/2007;7.79;7.83;1564.43;1562.30;1561.61
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/03/2007;7.23;7.33;1411.82;1394.13;1393.53
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/03/2007;7.34;7.44;1412.50;1396.10;1395.50
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/03/2007;7.40;7.48;1424.66;1413.54;1412.93
Tesouro IPCA+ com Juros Semestrais;15/05/2015;08/03/2007;7.60;7.66;1511.42;1506.07;1505.40
Tesouro IPCA+;15/08/2024;08/03/2007;7.32;7.40;478.16;472.01;471.80
Tesouro IPCA+;15/05/2015;08/03/2007;7.57;7.63;899.55;895.46;895.07
Tesouro IGPM+ com Juros Semestrais;01/07/2017;08/03/2007;7.52;7.60;1732.13;1722.38;1721.73
Tesouro IPCA+ com Juros Semestrais;15/08/2010;30/10/2006;8.90;8.94;1483.87;1482.03;1481.38
Tesouro IPCA+ com Juros Semestrais;15/05/2009;30/10/2006;8.92;8.96;1549.22;1547.91;1547.23
Tesouro IPCA+ com Juros Semestrais;15/08/2008;30/10/2006;8.97;8.99;1551.27;1550.79;1550.11
Tesouro IPCA+ com Juros Semestrais;15/05/2007;30/10/2006;9.03;9.05;1625.73;1625.57;1624.85
Tesouro IPCA+;15/08/2024;30/10/2006;7.88;7.96;418.27;412.81;412.65
Tesouro IPCA+;15/05/2015;30/10/2006;8.56;8.62;797.57;793.83;793.49
Tesouro IGPM+ com Juros Semestrais;01/01/2031;30/10/2006;8.10;8.20;2696.42;2671.35;2670.11
Tesouro IGPM+ com Juros Semestrais;01/12/2006;30/10/2006;11.34;11.36;2004.86;2004.83;2003.67
Tesouro IGPM+ com Juros Semestrais;01/04/2008;30/10/2006;9.58;9.60;1801.15;1800.70;1799.77
Tesouro IGPM+ com Juros Semestrais;01/03/2011;30/10/2006;8.91;8.95;1707.29;1704.91;1704.07
Tesouro IGPM+ com Juros Semestrais;01/04/2021;30/10/2006;8.20;8.28;1550.00;1539.41;1538.69
Tesouro IGPM+ com Juros Semestrais;01/07/2017;30/10/2006;8.41;8.49;1607.60;1598.65;1597.89
Tesouro Prefixado com Juros Semestrais;01/01/2012;30/10/2006;13.68;13.74;906.93;905.04;904.58
Tesouro Prefixado com Juros Semestrais;01/01/2008;30/10/2006;13.13;13.17;1002.41;1002.02;1001.53
Tesouro Prefixado com Juros Semestrais;01/01/2010;30/10/2006;13.53;13.59;949.29;947.95;947.47
Tesouro Prefixado com Juros Semestrais;01/01/2014;30/10/2006;13.74;13.80;873.99;871.73;871.28
Tesouro Selic;18/06/2008;27/10/2006;-0.01;0.01;2901.90;2900.96;2899.48
Tesouro Selic;18/03/2009;27/10/2006;0.00;0.03;2901.43;2899.37;2897.88
Tesouro Selic;16/03/2011;27/10/2006;0.00;0.04;2901.43;2896.38;2894.90
Tesouro Selic;17/03/2010;27/10/2006;0.00;0.04;2901.43;2897.54;2896.05
Tesouro Selic;17/01/2007;27/10/2006;-0.02;0.00;2901.55;2901.43;2899.95
Tesouro Prefixado;01/04/2008;27/10/2006;13.21;13.25;840.46;840.04;839.63
Tesouro Prefixado;01/07/2008;27/10/2006;13.28;13.33;814.36;813.77;813.36
Tesouro Prefixado;01/01/2008;27/10/2006;13.17;13.21;866.44;866.08;865.66
Tesouro Prefixado;01/10/2007;27/10/2006;13.18;13.22;893.15;892.86;892.42
Tesouro Prefixado;01/07/2007;27/10/2006;13.20;13.24;921.57;921.35;920.90
Tesouro Prefixado;01/01/2009;27/10/2006;13.41;13.47;761.35;760.48;760.10
Tesouro Prefixado;01/01/2007;27/10/2006;13.52;13.55;979.08;979.04;978.55
Tesouro Prefixado;01/04/2007;27/10/2006;13.30;13.33;949.77;949.66;949.19
Tesouro IPCA+ com Juros Semestrais;15/05/2009;27/10/2006;9.02;9.06;1545.26;1543.95;1542.96
Tesouro IPCA+ com Juros Semestrais;15/08/2008;27/10/2006;9.06;9.08;1548.43;1547.95;1546.95
Tesouro IPCA+ com Juros Semestrais;15/05/2007;27/10/2006;9.10;9.12;1624.47;1624.32;1623.27
Tesouro IPCA+ com Juros Semestrais;15/08/2010;27/10/2006;9.00;9.04;1478.63;1476.80;1475.86
Tesouro IPCA+ com Juros Semestrais;15/05/2045;27/10/2006;7.94;8.04;1285.96;1271.11;1270.33
Tesouro IPCA+ com Juros Semestrais;15/05/2035;27/10/2006;8.05;8.15;1293.42;1279.33;1278.55
Tesouro IPCA+ com Juros Semestrais;15/08/2024;27/10/2006;8.13;8.21;1316.16;1306.23;1305.43
Tesouro IPCA+ com Juros Semestrais;15/05/2015;27/10/2006;8.65;8.71;1404.30;1399.33;1398.45
Tesouro IPCA+ com Juros Semestrais;15/05/2011;27/10/2006;9.02;9.06;1478.51;1476.41;1475.46
Tesouro IPCA+;15/05/2015;27/10/2006;8.59;8.65;795.36;791.63;791.13
Tesouro IPCA+;15/08/2024;27/10/2006;7.90;7.98;416.73;411.29;411.04
Tesouro IGPM+ com Juros Semestrais;01/03/2011;27/10/2006;9.02;9.06;1697.22;1694.86;1693.79
Tesouro IGPM+ com Juros Semestrais;01/04/2008;27/10/2006;9.63;9.65;1796.26;1795.81;1794.64
Tesouro IGPM+ com Juros Semestrais;01/12/2006;27/10/2006;11.36;11.38;2000.50;2000.47;1999.04
Tesouro IGPM+ com Juros Semestrais;01/07/2017;27/10/2006;8.44;8.52;1600.94;1592.02;1591.05
Tesouro IGPM+ com Juros Semestrais;01/04/2021;27/10/2006;8.24;8.32;1541.53;1531.01;1530.08
Tesouro IGPM+ com Juros Semestrais;01/01/2031;27/10/2006;8.13;8.23;2683.36;2658.45;2656.85
Tesouro Prefixado com Juros Semestrais;01/01/2008;27/10/2006;13.18;13.22;1001.43;1001.05;1000.55
Tesouro Prefixado com Juros Semestrais;01/01/2010;27/10/2006;13.62;13.68;946.80;945.46;944.98
Tesouro Prefixado com Juros Semestrais;01/01/2012;27/10/2006;13.79;13.85;903.02;901.15;900.68
Tesouro Prefixado com Juros Semestrais;01/01/2014;27/10/2006;13.85;13.91;869.40;867.15;866.70
Tesouro Selic;18/06/2008;26/10/2006;-0.01;0.01;2900.42;2899.49;2898.00
Tesouro Selic;18/03/2009;26/10/2006;0.00;0.03;2899.96;2897.89;2896.41
Tesouro Selic;16/03/2011;26/10/2006;0.00;0.04;2899.96;2894.91;2893.42
Tesouro Selic;17/03/2010;26/10/2006;0.00;0.04;2899.96;2896.06;2894.58
Tesouro Selic;17/01/2007;26/10/2006;-0.02;0.00;2900.08;2899.96;2898.47
Tesouro Prefixado;01/04/2008;26/10/2006;13.24;13.28;839.73;839.32;838.90
Tesouro Prefixado;01/07/2008;26/10/2006;13.31;13.36;813.60;813.01;812.60
Tesouro Prefixado;01/01/2008;26/10/2006;13.20;13.24;865.75;865.39;864.96
Tesouro Prefixado;01/10/2007;26/10/2006;13.19;13.23;892.63;892.35;891.91
Tesouro Prefixado;01/07/2007;26/10/2006;13.19;13.23;921.17;920.95;920.50
Tesouro Prefixado;01/01/2009;26/10/2006;13.44;13.50;760.54;759.66;759.28
Tesouro Prefixado;01/01/2007;26/10/2006;13.52;13.55;978.59;978.55;978.05
Tesouro Prefixado;01/04/2007;26/10/2006;13.30;13.33;949.30;949.19;948.72
Tesouro IPCA+ com Juros Semestrais;15/05/2009;26/10/2006;9.06;9.10;1542.96;1541.65;1540.97
Tesouro IPCA+ com Juros Semestrais;15/08/2008;26/10/2006;9.10;9.12;1546.47;1545.99;1545.30
Tesouro IPCA+ com Juros Semestrais;15/05/2007;26/10/2006;9.14;9.16;1623.11;1622.96;1622.23
Tesouro IPCA+ com Juros Semestrais;15/08/2010;26/10/2006;9.05;9.09;1475.40;1473.57;1472.92
Tesouro IPCA+ com Juros Semestrais;15/05/2045;26/10/2006;7.95;8.05;1283.69;1268.87;1268.35
Tesouro IPCA+ com Juros Semestrais;15/05/2035;26/10/2006;8.05;8.15;1292.64;1278.55;1278.03
Tesouro IPCA+ com Juros Semestrais;15/08/2024;26/10/2006;8.15;8.23;1312.87;1302.97;1302.43
Tesouro IPCA+ com Juros Semestrais;15/05/2015;26/10/2006;8.68;8.74;1400.93;1395.98;1395.37
Tesouro IPCA+ com Juros Semestrais;15/05/2011;26/10/2006;9.07;9.11;1474.93;1472.84;1472.18
Tesouro IPCA+;15/05/2015;26/10/2006;8.62;8.68;792.99;789.27;788.93
Tesouro IPCA+;15/08/2024;26/10/2006;7.92;8.00;415.12;409.70;409.53
Tesouro IGPM+ com Juros Semestrais;01/03/2011;26/10/2006;9.07;9.11;1693.19;1690.83;1690.09
Tesouro IGPM+ com Juros Semestrais;01/04/2008;26/10/2006;9.65;9.67;1794.64;1794.19;1793.36
Tesouro IGPM+ com Juros Semestrais;01/12/2006;26/10/2006;11.37;11.39;1999.05;1999.02;1997.97
Tesouro IGPM+ com Juros Semestrais;01/07/2017;26/10/2006;8.47;8.55;1596.61;1587.72;1587.05
Tesouro IGPM+ com Juros Semestrais;01/04/2021;26/10/2006;8.26;8.34;1537.96;1527.46;1526.83
